"Observed","Predicted","Data"
3.76,3.68470069808028,"Train"
2.82,3.70207326007326,"Train"
3.34,3.39817475728155,"Train"
3.57,3.53733428571429,"Train"
3.9,3.30171003401361,"Train"
4.09,3.90510037878788,"Train"
4.44,3.91174715447154,"Train"
3.04,3.3925009009009,"Train"
3.25,3.7141546961326,"Train"
8.45,7.00024550898204,"Train"
8.13,6.72203475935829,"Train"
7.76,7.27392375886525,"Train"
4.75,3.76600392156863,"Train"
4.38,3.68842741935484,"Train"
3.28,3.41972435897436,"Train"
5.08,3.95642467043314,"Train"
4.2,3.48742487046632,"Train"
3.99,4.22322927241963,"Train"
3.22,4.32245833333333,"Train"
4.77,4.33641666666667,"Train"
4.78,4.16002355072464,"Train"
4.47,3.95795037453184,"Train"
4.66,3.41261513687601,"Train"
4.34,3.77356794055202,"Train"
4.05,3.55303655913979,"Train"
4.07,3.89093596986817,"Train"
4.22,3.99363333333333,"Train"
2.51,3.44820285714286,"Train"
3.72,3.69638481675393,"Train"
3.79,3.04614325842697,"Train"
4.09,3.57059157509158,"Train"
4.1,3.71489835164835,"Train"
2.61,3.65832149362477,"Train"
4.17,3.39951546391753,"Train"
4.45,5.0871877394636,"Train"
3.03,5.16011613475177,"Train"
4.74,3.88361566484517,"Train"
4.45,3.57221483622351,"Train"
4.33,3.22193333333333,"Train"
3.99,3.66728673835125,"Train"
4.33,4.10952059925093,"Train"
3.89,3.96032962962963,"Train"
4.58,4.18492166666667,"Train"
3.94,3.68293963963964,"Train"
3.64,4.54970683760684,"Train"
3.66,4.22354029304029,"Train"
3.65,3.76356586826347,"Train"
4.12,3.28232730923695,"Train"
3.83,4.14856163194444,"Train"
4.36,4.50131802721088,"Train"
3.93,4.31454938271605,"Train"
4.24,4.03479406631763,"Train"
3.09,3.80445068027211,"Train"
3.18,3.93728378378378,"Train"
3.9,4.26797222222222,"Train"
3.44,3.34907628524047,"Train"
3.85,3.60309644194757,"Train"
3.29,3.27086832412523,"Train"
3.18,3.46798803418804,"Train"
3.76,3.92996306818182,"Train"
5.31,4.41068725490196,"Train"
4.72,4.63075977653631,"Train"
2.31,5.10425825082508,"Train"
3,4.72848686868687,"Train"
3.58,4.48956701940035,"Train"
4.57,4.51701851851852,"Train"
4.17,4.21284205426356,"Train"
4.22,3.52253125,"Train"
4.22,3.45688082437276,"Train"
3.45,3.51961992945326,"Train"
3.19,4.04572534013606,"Train"
3.93,4.50808608058608,"Train"
4.68,4.21003944773175,"Train"
4.56,3.84629233511586,"Train"
4.16,3.68214485165794,"Train"
3.41,3.29149487179488,"Train"
3.2,3.41790421455939,"Train"
1.82,3.47171539961013,"Train"
3.52,3.15361740558292,"Train"
4.47,3.91117083333334,"Train"
3.16,3.73685523809524,"Train"
3.3,4.54276523297491,"Train"
4.32,4.56932674199623,"Train"
3.49,3.57582170542636,"Train"
3.04,3.2272848324515,"Train"
4.26,3.11069135802469,"Train"
3.28,3.69022842639594,"Train"
3.27,3.38830409356725,"Train"
4.29,3.36376036484245,"Train"
2.21,3.70444599627561,"Train"
3.63,3.92498850574713,"Train"
5.92,4.85442676767677,"Train"
5.75,4.58710436893204,"Train"
2.5,4.69370787545787,"Train"
3.92,5.13504588014981,"Train"
4.9,5.1763567251462,"Train"
4.29,4.37662436548223,"Train"
4.95,4.74893482309125,"Train"
4.66,4.72520238095238,"Train"
5.14,5.61964559386973,"Train"
5.04,4.52282924836601,"Train"
3.69,5.33263662790698,"Train"
3.58,4.10965630885122,"Train"
4.57,4.08938445807771,"Train"
4.17,4.45348611111111,"Train"
4.14,4.10729561403509,"Train"
4.16,4.22466666666667,"Train"
4.48,3.63062612612613,"Train"
3.92,4.20419303201507,"Train"
4.16,4.26794652406417,"Train"
3.4,3.44015293040293,"Train"
4.36,2.8301245210728,"Train"
3.88,3.39537992831541,"Train"
3.32,3.22807992202729,"Train"
4.23,4.03143121693122,"Train"
3.81,4.47683846153846,"Train"
4.14,4.17063186813187,"Train"
2.71,4.23451548269581,"Train"
3.29,4.29017647058824,"Train"
2.72,3.89158199643494,"Train"
3.12,3.15258734939759,"Train"
2.22,5.86981529209622,"Train"
3.65,5.65752023121387,"Train"
5.89,5.27464750957854,"Train"
5.81,5.49977839851024,"Train"
2.6,4.85902631578947,"Train"
5.93,4.08143353783231,"Train"
6.92,4.72079885057471,"Train"
6.2,5.31245530726257,"Train"
6.47,5.60304796747968,"Train"
4.92,5.78287329931973,"Train"
5.79,4.97547682709447,"Train"
2.85,4.22479608938548,"Train"
4.53,4.23720880149813,"Train"
4.3,3.72733518518519,"Train"
4.2,4.23877777777778,"Train"
4.53,4.09263157894737,"Train"
3.68,4.43790708812261,"Train"
4.3,3.89341154562384,"Train"
3.74,3.91180427350427,"Train"
2.83,3.99023220973783,"Train"
3.12,3.49893238095238,"Train"
2.65,2.89247752808989,"Train"
3.08,3.17494571428571,"Train"
3.35,2.75195682730924,"Train"
2.97,3.03190927021696,"Train"
3.86,4.33201556776557,"Train"
4.31,3.95365355805244,"Train"
3.83,4.43277688172043,"Train"
3.26,3.21473051409619,"Train"
3.53,3.22879052823315,"Train"
3.97,3.07626759259259,"Train"
3.09,3.12430555555556,"Train"
3.49,4.49888981481482,"Train"
1.96,3.91167447916667,"Train"
1.55,3.57786827956989,"Train"
5.17,5.36908139534884,"Train"
5.22,5.39043703703704,"Train"
3.36,4.87788047138047,"Train"
6.68,4.23782162162162,"Train"
5.93,4.16950584795322,"Train"
4.49,4.61602935606061,"Train"
3.14,4.83600592216582,"Train"
5.91,5.7635737704918,"Train"
4.96,6.72941523809524,"Train"
4.96,5.02251565377532,"Train"
1.41,5.0002302504817,"Train"
3.82,4.88430236794171,"Train"
4.64,4.05894475655431,"Train"
4.19,4.10908239700374,"Train"
3.58,4.13436538461538,"Train"
3.47,4.07164197530864,"Train"
2.62,3.09692612612613,"Train"
3.52,3.22369071310116,"Train"
3.68,3.04670907297831,"Train"
3.03,3.19777619047619,"Train"
2.29,3.93750580431177,"Train"
4.96,4.56036486486486,"Train"
3.76,4.88539980732177,"Train"
3.92,5.27297974217311,"Train"
3.2,2.92151367521368,"Train"
3.14,2.79551058201058,"Train"
3.04,3.53655072463768,"Train"
5.3,3.99838211382114,"Train"
2.63,5.29936956521739,"Train"
5.52,5.49809925093633,"Train"
5.36,5.40417207207207,"Train"
5.94,5.87698416666667,"Train"
4.16,6.00872495446266,"Train"
3.83,4.41415449438202,"Train"
4.3,3.96556018518519,"Train"
4.37,4.08446685606061,"Train"
4.73,4.22497079037801,"Train"
4.16,4.38100086355786,"Train"
3.37,5.05662903225806,"Train"
3.56,2.87730363984674,"Train"
3.05,2.6149925,"Train"
2.13,2.93703791887125,"Train"
3.29,3.058219348659,"Train"
3.18,3.10662021857923,"Train"
3.81,2.54817491749175,"Train"
3.06,2.6849826007326,"Train"
2.24,2.70139537037037,"Train"
3.13,4.70495704467354,"Train"
3.06,3.7333063063063,"Train"
3.33,3.31266369047619,"Train"
3.16,3.3654267822736,"Train"
3.63,2.87486048689139,"Train"
3.33,3.43488833333333,"Train"
2.46,3.71065532286213,"Train"
3.06,3.96552039007092,"Train"
0.93,3.73849635701275,"Train"
7.26,4.72690035273369,"Train"
7.46,4.61533697632058,"Train"
6.28,5.52453911564626,"Train"
8.3,4.40243666666667,"Train"
3.86,4.50224308943089,"Train"
3.16,5.61503888888889,"Train"
5.78,5.17627863247863,"Train"
5.81,5.18281135531135,"Train"
5.51,5.38906666666667,"Train"
5.36,6.09675701754386,"Train"
4.8,5.89375894538606,"Train"
5.14,5.91085148514852,"Train"
2.89,3.90523946360153,"Train"
4,3.86530841924399,"Train"
3.65,3.72501238095238,"Train"
4.3,4.31815877192982,"Train"
4.8,4.14790463917526,"Train"
3.96,3.85857952622673,"Train"
3.22,3.14726162790698,"Train"
3.07,3.0350093537415,"Train"
2.78,3.43990155440414,"Train"
3.65,3.03234898710866,"Train"
3.91,2.69013856589147,"Train"
2.05,2.89415432098766,"Train"
2.81,4.53789227642276,"Train"
2.85,4.08636565656566,"Train"
2.63,3.99311518324607,"Train"
3.32,3.59941838487973,"Train"
2.92,3.31059105691057,"Train"
3.29,2.7415479930192,"Train"
3.61,2.79616949152542,"Train"
3.69,3.34168707482993,"Train"
7.35,4.93900468164794,"Train"
6.04,5.0968664921466,"Train"
8.19,6.04258906525573,"Train"
3.71,6.0207743902439,"Train"
5.48,4.81195951035782,"Train"
4.92,6.24468308702791,"Train"
5.71,7.18783791208791,"Train"
5.12,6.09275,"Train"
3.81,6.67122099447514,"Train"
3.39,3.85043096646943,"Train"
4.39,3.33283894230769,"Train"
3.92,3.68077653631285,"Train"
3.91,4.23278388278388,"Train"
2.23,3.32847802197802,"Train"
2.47,3.12355286738351,"Train"
2.98,2.78978625235405,"Train"
3.63,3.12056069364162,"Train"
3.82,3.13904853479853,"Train"
3.96,3.11850389863548,"Train"
3.34,4.23017005076142,"Train"
3.26,3.08680965391621,"Train"
2.97,3.10767122040073,"Train"
2.83,4.54391889483066,"Train"
2.9,4.17012413194444,"Train"
2.77,3.43260516934046,"Train"
1.85,3.2328212962963,"Train"
2.42,3.24436126126126,"Train"
3.64,3.6572037037037,"Train"
3.49,3.09756830601093,"Train"
2.95,3.73218307426598,"Train"
7.07,4.36338447971781,"Train"
5.46,7.58921621621622,"Train"
7,7.49896187943262,"Train"
8.72,7.64813843351548,"Train"
5.32,5.51090017361111,"Train"
3.71,5.26372366148532,"Train"
5.84,5.20407832422587,"Train"
4.63,6.15045414462081,"Train"
4.22,6.94280651340996,"Train"
2.63,3.90522905525847,"Train"
2.62,3.74522253258845,"Train"
3.61,3.02283879781421,"Train"
3.63,2.87550499001996,"Train"
3.65,3.25354619565217,"Train"
2.97,3.44977374301676,"Train"
3.12,3.24964670658683,"Train"
2.95,3.12678689883914,"Train"
2.79,2.84148918918919,"Train"
3.81,3.61458117443869,"Train"
1.9,3.20972988505747,"Train"
3.14,3.34313108614232,"Train"
3.32,4.58575041876047,"Train"
3.1,3.74256114398422,"Train"
2.96,2.98781809523809,"Train"
2.79,3.27134188034188,"Train"
3.47,4.16977247191011,"Train"
2.86,4.0053647469459,"Train"
7.23,5.16472138047138,"Train"
8.26,4.8049870259481,"Train"
7.19,5.80283898305085,"Train"
2.29,3.52047632575758,"Train"
1.94,3.41269072164948,"Train"
2.62,3.67707062146893,"Train"
3.12,3.54361169284468,"Train"
3.33,3.08296417445483,"Train"
3.2,3.23199523809524,"Train"
2.54,3.13969678714859,"Train"
3.5,3.71179922027291,"Train"
4.1,4.46941081081081,"Train"
3.3,3.75072003284072,"Train"
2.41,3.59119251336899,"Train"
2.65,3.16521171171171,"Train"
2,2.77509758203799,"Train"
3.36,3.04262113402062,"Train"
3.17,2.6762170940171,"Train"
2.71,2.37567142857143,"Train"
3.42,2.81203611111111,"Train"
2.64,3.68900297619048,"Train"
2.02,3.85510613598673,"Train"
1.48,3.49455797101449,"Train"
1.84,6.37430630630631,"Train"
6.6,5.19012407407407,"Train"
8.15,5.45039176245211,"Train"
8.36,5.03743738977072,"Train"
2.2,3.13521401515151,"Train"
1.32,2.93998484848485,"Train"
2.54,3.39628256704981,"Train"
1.43,3.14339238095238,"Train"
3.29,3.11272978303748,"Train"
2.63,2.79462159863945,"Train"
3.54,3.01620704467354,"Train"
4.44,3.88858676975945,"Train"
4,4.63336634460548,"Train"
3.61,3.6153876611418,"Train"
2.89,2.98643120155038,"Train"
2.91,2.97443760262726,"Train"
2.84,2.94392222222222,"Train"
2.96,2.91350260416667,"Train"
2.81,3.0120253411306,"Train"
3.31,2.97584144144144,"Train"
3.48,3.43843902439024,"Train"
3.19,3.181375,"Train"
2.15,3.86172759856631,"Train"
8,7.58740841584159,"Train"
8.26,6.72400854700855,"Train"
8.56,6.89868962585034,"Train"
1.23,3.42400798403194,"Train"
2.65,3.07963535911602,"Train"
2.02,2.16501111111111,"Train"
1.71,2.39113861386139,"Train"
1.59,2.7349055258467,"Train"
3.37,2.8409816955684,"Train"
3.38,3.30103038674033,"Train"
3.09,3.12160497237569,"Train"
2.92,2.68689594356261,"Train"
3.35,3.54496703296703,"Train"
4,3.47160720720721,"Train"
3.18,3.03731171171171,"Train"
3.17,3.06149916666667,"Train"
2.1,3.06911403508772,"Train"
2.7,3.24562087912088,"Train"
1.67,2.55239803921569,"Train"
2.15,3.09723092369478,"Train"
2.26,3.17099641577061,"Train"
2.36,3.43962129144852,"Train"
3.13,3.02975042301185,"Train"
1.77,4.34252690972222,"Train"
1.21,5.11074054054054,"Train"
6.89,5.87560195035461,"Train"
7.08,7.61046913580247,"Train"
8.47,6.74423756906077,"Train"
9.22,7.29924828178694,"Train"
2.75,3.75899450549451,"Train"
2.56,2.51007514450867,"Train"
2,2.52279640151515,"Train"
2.62,2.76345114942529,"Train"
1.91,2.55888288288288,"Train"
2.42,2.25217942176871,"Train"
1.09,2.33843315018315,"Train"
1.9,2.48005141843972,"Train"
1.62,3.41392371475954,"Train"
2.58,2.45309099616858,"Train"
2.77,2.82731502890173,"Train"
2.81,3.76090828402367,"Train"
2.46,2.48324794238683,"Train"
4.01,2.87041578947368,"Train"
3.64,3.70243915343915,"Train"
2.1,2.80562159863945,"Train"
1.69,2.84054708097928,"Train"
2.31,3.25979284369115,"Train"
1.17,3.21730150753769,"Train"
1.11,3.2514625,"Train"
1.55,3.85076151012891,"Train"
4.23,4.33562932604736,"Train"
8.55,7.31659239130435,"Train"
7.99,7.21976992753623,"Train"
1.98,2.75986520947177,"Train"
1.69,2.99541347905282,"Train"
2.69,2.6295,"Train"
1.57,3.07756822612086,"Train"
2.26,3.52271534653465,"Train"
2.38,3.03968407960199,"Train"
2.97,2.94713479052823,"Train"
4.21,4.85125,"Train"
2.83,4.04730095238095,"Train"
3.57,3.03209270216963,"Train"
4.04,3.57701515151515,"Train"
3.28,2.94296754385965,"Train"
3.27,2.82282072072072,"Train"
2.9,2.50372508591065,"Train"
2.34,2.81315185185185,"Train"
2.25,3.03879676870748,"Train"
1.75,4.19004644808743,"Train"
1.32,3.80870695970696,"Train"
5.39,4.09075654450262,"Train"
7.31,7.33581693989071,"Train"
7.34,7.31006822612086,"Train"
8.12,7.47158776595745,"Train"
8.56,7.04163662790698,"Train"
2.89,3.209155,"Train"
2.65,3.35527689594356,"Train"
2.06,3.01599481865285,"Train"
1.82,3.00105414551608,"Train"
3.41,2.31688861386138,"Train"
1.48,2.38826151012891,"Train"
2.29,2.43043258426966,"Train"
1.31,3.43190925925926,"Train"
3.53,3.84289964157706,"Train"
2.83,3.68736625514403,"Train"
2.91,3.13602838827838,"Train"
2.26,3.8525,"Train"
3.36,3.23639673913044,"Train"
2.34,3.08375374531835,"Train"
2.11,3.86374566473988,"Train"
7.3,5.11882780847145,"Train"
6.99,7.08588442211055,"Train"
6.66,7.33009208103131,"Train"
7.52,7.28908192090396,"Train"
8.02,7.04738190476191,"Train"
3.13,2.69124017094017,"Train"
2.18,2.37055555555555,"Train"
2.87,2.6903343373494,"Train"
2.13,3.4297810283688,"Train"
1.9,2.76588235294118,"Train"
2.36,2.60716950757576,"Train"
2.66,3.5771891025641,"Train"
3.23,4.05667933723197,"Train"
3.39,3.38602406417112,"Train"
2.92,4.62016571969697,"Train"
3.37,3.85231343283582,"Train"
3.21,3.43538541666666,"Train"
3.04,3.84524234234234,"Train"
3.47,2.96613937621833,"Train"
3.21,3.32144378698225,"Train"
2.68,3.48693560606061,"Train"
7.21,5.1372009009009,"Train"
4.94,6.85452663230241,"Train"
5.86,7.0328883161512,"Train"
7.99,7.43977222222222,"Train"
7.34,7.14684689922481,"Train"
2.37,4.36129734848485,"Train"
2.68,3.22821351351351,"Train"
1.73,2.76420095238095,"Train"
2.85,2.55244328097731,"Train"
2.98,2.23804649122807,"Train"
2.7,2.9703062248996,"Train"
2.2,4.02349214659686,"Train"
2.5,3.9061270718232,"Train"
3.83,4.33748784722222,"Train"
3.95,3.18526629422719,"Train"
3.69,3.45461801801802,"Train"
2.68,4.21391308243728,"Train"
2.18,3.80547863247863,"Train"
2.5,4.66593154761905,"Train"
7.38,5.09568549905838,"Train"
7.01,5.99655410122164,"Train"
6.17,7.6275592216582,"Train"
8.03,7.09424904214559,"Train"
7.68,6.53987631578947,"Train"
4.17,3.53726003490401,"Train"
2.79,3.14393915343915,"Train"
1.62,3.05316666666667,"Train"
1.81,2.58058908045977,"Train"
2.48,2.6080582437276,"Train"
2.54,2.56688160291439,"Train"
1.75,2.96061421319797,"Train"
2.08,3.66677083333333,"Train"
2.9,2.89185996563574,"Train"
2.7,2.73047619047619,"Train"
2.73,2.84188773747841,"Train"
2.21,3.75727413479053,"Train"
3.68,3.91396666666667,"Train"
3.23,4.33657386363636,"Train"
3.14,3.45519904761905,"Train"
3.2,3.75606161616162,"Train"
6.55,4.9353554964539,"Train"
7.83,7.48805797101449,"Train"
7.99,7.42298429319372,"Train"
8.74,7.73174556213018,"Train"
3.77,3.1416493955095,"Train"
3.83,3.40745058139535,"Train"
2.41,2.49811194029851,"Train"
2.3,3.19802295409182,"Train"
2.34,2.71782744107744,"Train"
2.34,2.72603100775194,"Train"
1.92,2.74630372250423,"Train"
2.42,2.35285247208932,"Train"
2.4,3.15460621761658,"Train"
2.54,3.45131347150259,"Train"
3.26,3.47633891992551,"Train"
2.74,2.78977858293076,"Train"
2.76,4.4461635610766,"Train"
3.41,3.04372093023256,"Train"
4.04,4.07147829861111,"Train"
3.6,4.0348807106599,"Train"
3.75,3.88569883040936,"Train"
3.38,3.79400896057348,"Train"
7.8,4.7893057199211,"Train"
7.76,7.22553289473684,"Train"
6.56,7.44412673611111,"Train"
1.01,3.95537863247863,"Train"
3.4,3.28292881072027,"Train"
3.48,2.84759981167608,"Train"
4.75,3.01988496376812,"Train"
2.18,2.49465101289134,"Train"
1.9,2.7351980952381,"Train"
2.03,2.87090972222222,"Train"
2.82,2.6489109947644,"Train"
2.85,2.58884456928839,"Train"
3.26,3.49022413793104,"Train"
2.24,3.24920430107527,"Train"
3.77,3.57726666666667,"Train"
3.46,3.037394106814,"Train"
3.55,4.02966758241758,"Train"
3.96,4.75541403508772,"Train"
7.7,7.07094892473118,"Train"
6.79,7.08886095764272,"Train"
7.76,7.41663368983957,"Train"
8.26,7.21285175438597,"Train"
7.67,5.97629963570127,"Train"
4.65,4.81240070921986,"Train"
4.32,3.90888484848485,"Train"
4.74,4.04783149171271,"Train"
3.7,3.80220987654321,"Train"
3.11,4.45041804788213,"Train"
2.88,2.72818539325843,"Train"
3.16,2.65308474576272,"Train"
1.82,3.80662368972746,"Train"
2.24,4.89811951219512,"Train"
3.78,4.29338757861635,"Train"
5.97,4.56606701940035,"Train"
7.81,5.01959340659341,"Train"
6.2,7.40973148148148,"Train"
8,6.34455243445693,"Train"
8.79,7.69871315789474,"Train"
5.19,6.36373737373737,"Train"
4.41,3.91650167504187,"Train"
3.91,3.34478130511464,"Train"
1.21,3.78443253968254,"Train"
1.94,4.15946031746032,"Train"
3,2.93994444444444,"Train"
1.87,4.32477369281046,"Train"
0.99,4.67885904761905,"Train"
2.45,2.92145689655172,"Train"
2.51,2.87108955223881,"Train"
2.62,3.21481111111111,"Train"
2.31,2.90856996855346,"Train"
2.06,2.87340374331551,"Train"
1.86,2.61397175141243,"Train"
1.82,2.99049162479062,"Train"
2.66,3.09432263814617,"Train"
4.88,4.74326744186047,"Train"
8.13,4.02701029962547,"Train"
7.15,7.44086553030303,"Train"
5.06,7.52177842003854,"Train"
8.35,6.30122625698324,"Train"
8.42,7.25910405156538,"Train"
2.33,4.09721939736346,"Train"
4.31,4.34381455399061,"Train"
2.83,4.55943297101449,"Train"
2.37,4.36698936170213,"Train"
3,4.2364335016835,"Train"
1.56,2.86326952380952,"Train"
2.03,2.91371875,"Train"
2.38,2.67868906810036,"Train"
1.71,3.11872422680413,"Train"
2.13,2.97591423001949,"Train"
2.65,3.79598918918919,"Train"
7.07,7.04596,"Train"
8.49,6.8542890772128,"Train"
2.91,4.34620727580372,"Train"
1.51,3.8162394106814,"Train"
1.83,3.47059108527132,"Train"
1.38,3.96190186125212,"Train"
5.5,5.07845164075993,"Train"
8.23,6.32319646182495,"Train"
7.7,7.60853112449799,"Train"
6.68,8.11984118673647,"Train"
8.69,7.39603005464481,"Train"
7.78,7.64834722222222,"Train"
4.03,3.63575888324873,"Train"
2.97,3.83805995934959,"Train"
2.51,4.35143513513514,"Train"
1.6,3.67753664921466,"Train"
1.59,3.8508106884058,"Train"
1.33,3.81334153005465,"Train"
2.46,2.84728518518519,"Train"
1.44,3.80242407407407,"Train"
7.78,7.74948888888889,"Train"
8.15,7.51306318681319,"Train"
8.2,6.86379236499069,"Train"
3.29,5.01375,"Train"
3.28,4.08482070707071,"Train"
2.23,4.55141518737673,"Train"
1.69,4.06149537037037,"Train"
1.45,4.51907389162562,"Train"
1.66,4.20439153439153,"Train"
2.53,3.83744887525562,"Train"
3.04,4.569178125,"Train"
8.91,6.9844376114082,"Train"
8.24,7.63447427983539,"Train"
9.21,7.77332465277778,"Train"
1.89,5.72636372007366,"Train"
2.05,5.66263114754098,"Train"
3.92,4.44500490196079,"Train"
2.79,3.8921640070922,"Train"
1.9,3.58144097222222,"Train"
4.56,5.23510166666667,"Train"
5.89,6.138953125,"Train"
2.22,4.93115074906367,"Train"
3.02,3.81950177304965,"Train"
5.6,4.5400518134715,"Train"
6.79,5.43180650406504,"Train"
5.25,6.41884982638889,"Train"
2.4,4.82431944444444,"Train"
3.95,4.34457418111753,"Train"
8.55,6.97529097605893,"Train"
7.22,7.81609380692168,"Train"
8.54,7.8155079787234,"Train"
6.29,7.33404775280899,"Train"
3.5,6.96503732638889,"Train"
2.24,6.92915167548501,"Train"
5.84,5.80328212851406,"Train"
8.55,7.30312882882883,"Train"
7.03,7.44845333333333,"Train"
8.16,7.77505354058722,"Train"
9.08,7.51890284757119,"Train"
7.92,7.14033526011561,"Train"
4.64,5.84121590909091,"Train"
8.52,6.17117755443886,"Train"
7.96,7.29368080808081,"Train"
7.26,7.49097641509434,"Train"
1.84,2.75353092783505,"Train"
2.89,4.60142894736842,"Train"
3.19,6.45864990689013,"Train"
6.62,5.28786062378168,"Train"
8.07,7.14607765151515,"Train"
5.81,7.41682208588957,"Train"
2.46,4.22744756554307,"Train"
1.66,4.43140476190476,"Train"
3.54,5.08031423611111,"Train"
3.43,4.622663003663,"Train"
6.51,5.47316935483871,"Train"
7.28,7.56641871921182,"Train"
7.99,7.78492109929078,"Train"
8.02,7.98914880952381,"Train"
2.09,4.11401666666667,"Train"
2.53,4.44936971235195,"Train"
3.21,4.27105438596491,"Train"
5.03,7.3874152854512,"Train"
8.19,7.23632840236686,"Train"
8.29,7.49085395189003,"Train"
2.78,4.1403950930626,"Train"
3.44,4.78702578268877,"Train"
3.9,4.86351600753296,"Train"
3.5,4.85979166666667,"Train"
7.81,7.51798210922787,"Train"
8.27,7.72394117647059,"Train"
8.44,8.02828857142857,"Train"
2.31,4.69526365348399,"Train"
6.1,5.76129513888889,"Train"
7.99,7.71952339181286,"Train"
8.57,7.85230409356725,"Train"
7.57,7.83936594202898,"Train"
2.73,6.07233617424242,"Train"
2.4,3.98449656357388,"Train"
3.12,3.71793032015066,"Train"
3.04,4.07600537634409,"Train"
3,4.33506576576577,"Train"
4.24,3.4007196969697,"Train"
4.15,4.06641370558376,"Train"
2.22,4.11021904761905,"Train"
2.91,4.04977540106952,"Train"
7.7,7.68537200736648,"Train"
8.02,7.09105524861878,"Train"
2.65,3.94292400690846,"Train"
2.61,3.35377923211169,"Train"
2.99,3.42502702702703,"Train"
3.3,3.46919742063492,"Train"
7.13,5.0474027072758,"Train"
8.17,6.97714912280702,"Train"
8.84,7.37940677966102,"Train"
8.45,7.75033823529412,"Train"
2.54,5.22762628865979,"Train"
1.95,4.15657771535581,"Train"
6.8,5.4044402173913,"Train"
7.7,5.7296335174954,"Train"
7.15,6.97025653594771,"Train"
8.24,7.40899488752556,"Train"
8.38,7.34299074074074,"Train"
2.09,3.81142227979275,"Train"
2.6,3.32796184738956,"Train"
8.13,5.44747222222222,"Train"
7.98,6.50884940778342,"Train"
8.45,7.59728431372549,"Train"
8.24,7.45889106145251,"Train"
2.35,4.34305846422339,"Train"
4.5,3.65561393596987,"Train"
7.91,7.08024725274725,"Train"
8.12,7.81448784722222,"Train"
2.41,3.99124365482233,"Train"
3.14,5.6331977124183,"Train"
8.09,7.11175741710297,"Train"
6.14,7.81030353817505,"Train"
8.53,7.62326650165017,"Train"
2.67,4.0605810564663,"Train"
3.14,4.13421657250471,"Train"
5.95,5.71523728813559,"Train"
6.16,7.61460521885522,"Train"
7.64,7.46390261044177,"Train"
8.12,7.27583895131086,"Train"
3.87,3.86648699186992,"Train"
4.29,5.18132065217391,"Train"
5.17,4.79733960573477,"Train"
8.43,6.04483781362007,"Train"
7.44,7.25007090239411,"Train"
8.03,7.58630097087379,"Train"
8.21,8.15062972508591,"Train"
2.77,4.25096275605214,"Train"
2.95,4.57020878136201,"Train"
1.09,4.17840729783037,"Train"
8.52,4.86236892361111,"Train"
5.19,4.8524990990991,"Train"
4.01,5.22524654832347,"Train"
8.72,4.8571917562724,"Train"
7.43,5.39139855072464,"Train"
7.93,6.09202584670232,"Train"
5.85,4.96010355987055,"Train"
2.92,3.87181420765027,"Train"
6.01,6.11144315992293,"Train"
5.64,6.12381111111111,"Train"
8.22,6.13704975124378,"Train"
8.14,7.91796858638743,"Train"
7.9,7.13578006872852,"Train"
4.61,6.69029962546817,"Train"
6.46,5.029465625,"Train"
1.75,4.989552141527,"Train"
7.47,5.18506701940035,"Train"
7.19,5.58254761904762,"Train"
7.13,6.75494680851064,"Train"
8.17,6.84726231060606,"Train"
8.13,6.04638596491228,"Train"
9.74,7.32696195652174,"Train"
7.55,6.46249069373942,"Train"
8.18,7.75515238095238,"Train"
7.2,7.708104283054,"Train"
8.68,7.9917774822695,"Train"
9.16,8.05755555555555,"Train"
7.81,6.62423835125448,"Train"
8.86,5.00207347670251,"Train"
7.58,5.36060632183908,"Train"
7.22,7.43337664783427,"Train"
8.3,7.30990730337079,"Train"
4.36,5.13517726396917,"Train"
6.22,6.85251282051282,"Train"
8.84,7.20488674033149,"Train"
7.56,7.91049197860962,"Train"
8.23,7.86835207100592,"Train"
7.07,7.99914631782946,"Train"
9.34,7.2279419047619,"Train"
8.75,7.25617813051146,"Train"
6.46,7.46640221088435,"Train"
8.41,6.29602867383513,"Train"
7.6,6.71476519337017,"Train"
6.79,7.53961797752809,"Train"
8.1,7.32065095986038,"Train"
8.18,7.18433245614035,"Train"
8.06,5.57114954954955,"Train"
5.59,5.30050172711572,"Train"
4.83,7.03050287356322,"Train"
8.32,7.2493713298791,"Train"
8.4,7.15918047882136,"Train"
8.33,7.17620833333333,"Train"
8.22,6.55772113821138,"Train"
8,6.4710859929078,"Train"
6,7.01306084656085,"Train"
8.28,7.62233904761905,"Train"
9.13,6.77496446700508,"Train"
8.82,6.88546646341463,"Train"
7.62,7.96754624277457,"Train"
7.11,7.45212204007286,"Train"
8.27,7.55496785109983,"Train"
6.56,5.4788506044905,"Train"
8.32,6.36364562289562,"Train"
5.34,7.21222401433692,"Train"
8.75,7.92143372319688,"Train"
8.59,7.27447974217311,"Train"
8.83,7.34751461988304,"Train"
5.72,6.91117825311943,"Train"
8.98,7.14279097605893,"Train"
8.67,8.05490964912281,"Train"
8.49,7.75732766990291,"Train"
8.77,7.55056884057971,"Train"
8.89,7.29355797101449,"Train"
9.27,6.78858460236886,"Train"
6.63,6.61547419354839,"Train"
8.76,6.73314916666667,"Train"
8.3,5.12625,"Train"
6.45,7.14164380952381,"Train"
8.18,7.05860726950355,"Train"
6.7,5.87631617647059,"Train"
7.07,5.925970856102,"Train"
7.27,6.77666156462585,"Train"
